id,title,headline,is_practice_test_course,bestseller,captions,rating,num_published_lectures,num_published_practice_tests,locale,created_date,instructional_level_simple,published_date,last_update_date,content_info_short,instructors,category,subcategory,objectives,list_price,discount_price
11149,Haz del mundo tu oficina,La guía definitiva para convertirte en Nómada Digital,False,,,4.9,24,0,es_MX,2021-03-09,Todos los niveles,2021-03-11,2021-03-10,1 hora,153097076,Estilo de vida,Nómada digital,Nómadas digitales.Viajar y trabajar.Haz del mundo tu oficina,$19.99,$12
11150,"Práctica para el exámen | Certificación en RPA, Asociado","Prepárese para el examen UiPath | Certificación en automatización de procesos robóticos, nivel Asociado - UiRPA",True,,,4.5,0,6,es_ES,2021-03-09,Todos los niveles,2021-03-12,2021-04-30,250 preguntas,51441890,Informática y software,UiPath Certified RPA Associate (UiRPA),"Exámenes de práctica para la Certificación en automatización de procesos robóticos, nivel Asociado - UiRPA.Descripción general de UiPath Studio.UiPath Studio: variables y argumentos",$19.99,$12
11151,Curso Completo de Marketing Digital. Actualizado 2021,"Obtiene la más completa y actualizada guía del Marketing Digital, incluye Facebook Ads, Google Ads, Embudo de Venta, SEO",False,,,4.7,90,0,es_ES,2021-03-09,Todos los niveles,2021-03-14,2021-04-20,"28,5 horas",46081654,Marketing,Marketing digital,Lanza Campañas en Google Ads.Lanza Campañas en Facebook Ads.Cree una página de destino y comience a enviar correos electrónicos a su público objetivo.,$49.99,$12
11152,Cómo Aprender Shopify y el Dropshipping,Cómo conseguir una tienda online de comercio electrónico y empezar a vender sus productos en Internet,False,,es_LA,5.0,46,0,es_LA,2021-03-09,Todos los niveles,2021-03-21,2021-03-20,2 horas,28497888,Negocios,Shopify Dropshipping,Aprender a crear una tienda en línea.Aprender a usar la plataforma Shopify.Aprender el Dropshipping,$94.99,$12
11153,TERRY PAZMIÑO MASTER CLASS,Aprende a Interpretar la Guitarra con Terry Pazmiño,False,,es_ES,4.9,7,0,es_ES,2021-03-09,Principiante,2021-03-24,2021-03-31,1 hora,152739392,Música,Guitarra clásica,Posición Correcta al tocar la Guitarra.Estructurar Compases Simples.Dos canciones con ejercicios para aprender a leer en el pentagrama,$19.99,$12
11154,Introducción a la Gestión de Proyectos,Todas las áreas de conocimiento de la Gestión de Proyectos en una guía visual,False,,es_ES,4.5,11,0,es_ES,2021-03-09,Principiante,2021-03-26,2021-05-02,"4,5 horas",153106680,Negocios,Gestión de proyectos,"A identificar qué es un proyecto, cuál es su naturaleza y por qué se origina..Las principales causas de éxito y fracaso de los proyectos para poder identificarlas cuando se presenten..Cuáles son las áreas de conocimiento que conforman la metodología de gestión de proyectos.",$19.99,$12
11155,React Desde Cero,"Aprenderás React de la mano con PWA, React Hooks, Firebase, React Router, Optimizaciones, Redux, SASS y muchos temas mas",False,,es_ES,4.5,284,0,es_ES,2021-03-09,Todos los niveles,2021-05-15,2021-05-19,"30,5 horas",111950924,Desarrollo,React,React JS.PWA.SPA,$89.99,$12
11156,Acuarela Creativa aplicada al mundo del Bullet Journal,Un curso para artistas de nivel principiante - intermedio,False,,,4.9,30,0,es_ES,2021-03-09,Todos los niveles,2021-05-21,2021-05-25,6 horas,69473970,Estilo de vida,Pintura de acuarela,Aprenderás a pintar con las acuarelas desde cero..Conocerás los materiales esenciales y extras que necesitarás para desenvolverte en este mundillo de la acuarela..Conocerás las características principales de las acuarelas.,$19.99,
11157,Aprende Sap Business One SDK DI - API,Curso de Desarrollo en el SDK de Sap Business One con DI API,False,,,5.0,17,0,es_ES,2021-03-09,Intermedio,2021-06-01,2021-05-24,"3,5 horas",119055280,Informática y software,SAP,Conceptos teóricos y arquitectura de DI - API.Objetos esenciales para el Desarrollo con DI - API.Tips de Desarrollo que podrá aplicar en sus Interfaces con DI-API,$94.99,$12
11158,Aprendizaje Activo,"Cómo abordar nuevos escenarios educativos desde el aprendizaje activo, múltiples inteligencias y estilos de aprendizaje",False,,es_ES,5.0,6,0,es_ES,2021-03-10,Todos los niveles,2021-03-15,2021-03-12,5 horas,119170162,Enseñanzas y disciplinas académicas,Educación,"Los objetivos que se cumplen al desarrollar el curso son:  Comprender cómo se desarrolla el aprendizaje activo, sus características, vómo funciona el aprendizaje activo en la escuela y por qué elegir éste método de enseñanza-aprendizaje.  Comprender y aplicar en los diferentes contextos educativos de los maestros, las estrategias que favorecen el desarrollo del aprendizaje activo, tratando que el maestro tome postura sobre cuáles son las mejores acciones que puede desarrollar en su contexto educativo.  Comprender la importancia del desarrollo de las inteligencias múltiples y los estilos de aprendizaje en el contexto escolar, para favorecer el diseño de estrategias educativas que potencien las acciones de los estudiantes y mejoren sus procesos de aprendizaje.  Implementar estrategias que incluyan las inteligencias múltiples y los estilos de aprendizaje para mejorar las acciones de los maestros en los procesos de enseñanza-aprendizaje.  Desarrollar acciones para la preparación educativa, donde se comprendan y apliquen los roles de los maestros y los estudiantes en espacios de aprendizaje activo.  Presentar herramientas y desarrollar diferentes estrategias que promueven el desarrollo del aprendizaje activo, mediante procesos digitales y físicos.",$24.99,$12
11159,Curso Formador de Formadores,Curso Formador de Formadores,False,,es_ES,2.1,22,0,es_ES,2021-03-10,Intermedio,2021-03-18,2021-03-16,"1,5 horas",143740874,Desarrollo personal,Formación de formadores,Este curso online te proporciona el diploma del Curso de Formador de Formadores..Es uno de los cursos más importantes y más conocidos dentro del ámbito de la formación..Cualquier empresa para la que desees impartir formación te pedirá “conocimientos en metodología docente”.,$89.99,$12
11160,Curso Definito de Portugués para Hispanohablantes (Nivel 1),Aprendas a Hablar el Portugués de Brasil de una Manera Fácil y Sencilla.,False,,,4.4,219,0,es_LA,2021-03-10,Principiante,2021-04-06,2021-04-09,"6,5 horas",141371480,Enseñanzas y disciplinas académicas,Idioma portugués,"En este curso, aprenderás a:.hablar portugués con confianza de forma natural.expresarte usando una amplia gama de vocabulário",$39.99,$12
11161,Conviértete en un SpeedDemon: Trucos de productividad,Aprende estrategias de productividad y trucos fáciles para realizar tus tareas diarias de forma más rápida y eficiente.,False,,es_LA,4.6,38,0,es_LA,2021-03-10,Todos los niveles,2021-04-13,2021-04-19,3 horas,"147608038,1603568",Desarrollo personal,Productividad personal,Pon en práctica las teorías preeminentes de la productividad y la gestión del tiempo para aprovechar más tu día.Utiliza trucos innovadores y consejos para mejorar la productividad de tu computadora.Identifica aquellas cosas que te hacen perder el tiempo y elimínalas antes de que agoten todo tu tiempo,$89.99,$12
11162,Curso de Marketing Gratis + Diseño Gráfico + Websites,"Páginas Web, Landing Pages, Plan de Marketing, Anunciar en Google, Instagram, Facebook, WhatsApp SIN GASTAR Y DESDE CERO",False,,es_LA,5.0,71,0,es_LA,2021-03-10,Principiante,2021-04-15,2021-05-02,10 horas,91483354,Marketing,Marketing digital,"Podrás crear una identidad visual impecable: logotipo, colores, diseños publicitarios y más.Podrás crear tu website 100% profesional y 100% gratis: tienda, oficina o espacio virtual con portada, catálogos de servicios y productos, botones de pago, carrito de comprar gratuito, informaciones, redes sociales, formulario y otras vías de contacto.Podrás crear tu plan de Marketing Rápidamente",$19.99,$12
11163,Termux mejorado 2021,mejorando la practica en termux,False,,es_ES,4.9,15,0,es_ES,2021-03-10,Todos los niveles,2021-04-17,2021-04-16,2 horas,72803722,Informática y software,Informática distribuida,aprende lo básico de termux posteriormente lo intermedio y también lo avanzado al finalizar este curso serás capaz de comprender a termux en general.,$24.99,$12
11164,Bullying: Prevención y detección temprana,¿Cómo identificar y prevenir la violencia escolar?,False,,es_ES,4.3,12,0,es_ES,2021-03-10,Todos los niveles,2021-05-25,2021-05-25,"1,5 horas",102480035,Desarrollo personal,Psicología,¿Qué es el Bullying?.Tipos de Bullying.¿Cómo identificar casos de Bullying?,$29.99,$12
11165,Introducción al diseño web: HTML y CSS,Crear un Sitio Web,False,,es_LA,5.0,13,0,es_LA,2021-03-11,Principiante,2021-03-12,2021-03-23,"2,5 horas",43705870,Diseño,HTML,HTML.CSS.Front-End,$19.99,$12
11166,Examen PMI-ACP - Simulador (+ de 900 preguntas),"Simulador para que te certifiques en PMI-ACP. Anímate, actualizado.",True,,,1.9,0,6,es_LA,2021-03-11,Todos los niveles,2021-03-12,2021-06-06,934 preguntas,32942564,Informática y software,PMI-ACP,Podrá poner a prueba sus conocimientos en PMI-ACP.Practicar para el examen de certificación en PMI-ACP,$89.99,$12
11167,Moodle - Apréndelo rápido y enseña tus cursos Online,"Instalación, creación de cursos y matrícula de alumnos",False,,es_ES,4.6,24,0,es_ES,2021-03-11,Principiante,2021-03-14,2021-03-12,4 horas,83117322,Informática y software,Moodle,Instalación de plataforma en hosting con Cpanel.Configurar y Conocer el entorno de trabajo y pagina inicial de la plataforma.Entender la gestión de usuarios y roles básica,$59.99,$12
11168,Inglés para Niños - Nivel 11 Kingdom (Genki Inglés),¡Su Hij@ Puede Hablar Inglés Con Confianza de Superhéroe!,False,,,5.0,7,0,es_VE,2021-03-11,Principiante,2021-03-14,2021-03-12,"1,5 horas",19036820,Enseñanzas y disciplinas académicas,Idioma inglés,"En este nivel tus hijos aprenderán: 1. Ordering food (Part 1 A-N), 2. Ordering food (Part 2 M-Z), 3. Bigger please, 4. What day is it today? 5. When, When, When? 6. Bonus... 1. Ordenando comida (Parte 1 A-N), 2. Ordenando comida (Parte 2 M-Z), 3. Más grande por favor, 4. ¿Qué día es hoy? 5. ¿Cuándo, cuándo, cuándo? 6. Bono Especial - Karaoke. Enfoque: Hablar inglés, desarrollar la autoconfianza, divertirse con las canciones y los juegos en inglés para conseguir excelentes resultados. Repetir en voz alta las palabras y oraciones, hacer los gestos, estar en movimiento, cantar en voz alta y practicar el inglés aprendido con los juegos y actividades.",$49.99,$12
11169,Curso Huellas 3D,"Aprende a conservar tus huellas Imborrables de bebé, familia o mascota. Hazlas todas o elige la que más te guste.",False,,es_ES,4.6,28,0,es_ES,2021-03-11,Todos los niveles,2021-03-15,2021-05-10,"3,5 horas",153292728,Diseño,Escultura 3D,"Realizar la replica exacta de los bebés, familia o mascota..Crear un recuerdo para toda la vida en un cuadro decorativo sea de bebes, familia o de mascota..Como conservar las huellas de los bebés y recién nacidos.",$29.99,
11170,Simulador para el Examen Disciplined Agile Scrum Master,Simulador 2021 sobre el examen de Disciplined Agile Scrum Master del PMI,True,,,4.5,0,2,es_MX,2021-03-11,Todos los niveles,2021-03-15,2021-03-12,80 preguntas,58043086,Desarrollo personal,Disciplined Agile Scrum Master (DASM),Herramientas para certificarse como Disciplined Agile Scrum Master,$29.99,$12
11171,Astrología Básica Nivel 1 Módulo 3 (Certificado),Los Planetas en la Astrología,False,,es_ES,4.5,24,0,es_ES,2021-03-11,Principiante,2021-03-16,2021-03-26,9 horas,11048586,Estilo de vida,Astrología,"Aprenderás quienes son los planetas en la Astrología, sus arquetipos y energias",$89.99,$12
11172,Curso de Ingreso a la Universidad EXANI-II,Preparación para el examen de ingreso,False,,es_MX,3.9,59,0,es_MX,2021-03-11,Todos los niveles,2021-03-19,2021-03-15,6 horas,"153326642,153347198",Enseñanzas y disciplinas académicas,Admisión a la universidad,EXANI-II.Pensamiento Matemático.Pensamiento Analítico,$64.99,$12
11173,BIOQUÍMICA - 2021 +35 horas !,Bioquímica y biología molecular,False,,es_LA,4.5,76,0,es_LA,2021-03-11,Principiante,2021-03-23,2021-06-01,36 horas,153308098,Enseñanzas y disciplinas académicas,Bioquímica,"Proteínas y aminoácidos ( formulas , estructuras y funciones).Glúcidos ( formulas , estructuras y funciones).Lípidos ( formulas , estructuras y funciones)",$19.99,$12
11174,Photoshop para Arquitectos y Modeladores,Aprende a realizar una imagen render solo utilizando Photoshop!,False,,es_ES,4.5,44,0,es_ES,2021-03-11,Todos los niveles,2021-03-25,2021-03-23,"4,5 horas",23123934,Diseño,Photoshop,Realizar imágenes realistas.Crear imágenes vendedoras.Eficacia en postproducción,$19.99,$12
11175,Blender 2.9 Iluminación y Render con Cycles de 0 a EXPERTO,Aprende a iluminar escenas 3D con acabados profesionales con Cycles y Blender 2.9 - Todos los parámetros de Render,False,,es_ES,4.6,76,0,es_ES,2021-03-12,Todos los niveles,2021-03-21,2021-03-21,7 horas,"1590312,59720731,58520240",Diseño,Blender,Serás EXPERTO en RENDER de escenas 3D con el Motor de Render Cycles de Blender 2.9.Iluminarás escenas Interiores y exteriores con alta calidad con acabados realistas y fantásticos con Cycles y Blender 2.9.Dominarás todos los parámetros de Cycles para crerar renders de máxima calidad y tiempos reducidos,$94.99,$12
11176,Uso de ALOHA para Cálculo de Escenarios Peligrosos,ALOHA (Áreas de ubicaciones de atmósferas peligrosas),False,,es_LA,4.0,18,0,es_LA,2021-03-12,Principiante,2021-03-28,2021-03-23,3 horas,153401342,Enseñanzas y disciplinas académicas,Ingeniería química,"Adquirira conocimientos del uso del programa de modelado de consecuencias, efectos y daños ALOHA® con el fin de estimar zonas de amenaza asociadas con emisiones químicas peligrosas, incluidas nubes de gases tóxicos, incendio y explosiones.",$34.99,$12
11177,Curso de Guitarra para Principiantes:Melodías e intros,"Curso Práctico de Guitarra. Aprenderás a tocar la guitarra de manera ordenada y progresiva, con melodías e intros.",False,,es_ES,4.6,65,0,es_ES,2021-03-12,Principiante,2021-04-17,2021-05-04,"3,5 horas",108880498,Música,Guitarra,Aprenderás a tocar melodías e intros en la guitarra,$19.99,$12
11178,Posicionamiento SEO y Marketing de Contenidos,Completa biblioteca de lecciones para aprender a posicionar SEO en Google y a desarrollar la gestión de contenidos,False,,,4.2,44,0,es_LA,2021-03-13,Todos los niveles,2021-03-14,2021-03-28,"11,5 horas",46081654,Marketing,SEO,"Haga que su sitio web se cargue en menos de 0,5 segundos y aumente la tasa de conversiones de un modo exponencial.Aprenda a integrar susitio web con Search Console Google.Implemente y desarrolle eventos y conversiones en Google Analytics",$19.99,$12
11179,Programa PLC Allen Bradley de cero a experto,Vuélvete experto en Automatización Industrial con este curso de PLC,False,,es_ES,5.0,20,0,es_ES,2021-03-13,Principiante,2021-03-14,2021-03-14,4 horas,56504086,Informática y software,Programación funcional,"AUTOMATIZACIÓN INDUSTRIAL, Programación PLC Allen Bradley con RsLogix 500",$19.99,$12
11180,Crea tu cuenta de empresa en Instagram desde cero 2021,Haz tu cuenta de IG para tu negocio -Publica con Creator Studio -Diseña con Ps y Pr -Publicita con Business manager,False,,es_LA,4.3,15,0,es_LA,2021-03-13,Intermedio,2021-03-18,2021-03-16,"1,5 horas",85384106,Negocios,Marketing en Instagram,Crear y configurar tu cuenta comercial de Instagram.Crear tu configurar la Fan Page para tu negocio.Vincular ambas cuentas de manera correcta,$19.99,$12
11181,PFMEA AIAG+VDA,Análisis de los Modos y Efectos de Fallas de Procesos AIAG+VDA 1er Ed.,False,,es_MX,4.7,7,0,es_MX,2021-03-13,Todos los niveles,2021-03-21,2021-06-13,"11,5 horas",153492442,Negocios,Análisis modal de fallos y efectos (AMFE),PFMEA AIAG+VDA.Gestión de Riesgos en procesos de manufactura,$34.99,$12
11182,Curso Práctico de Python 3 de cero a EXPERTO +50 EJERCICIOS,Aprende Python 3 como un profesional empezando desde los fundamentos hasta POO(Programación Orientada a Objetos),False,,es_ES,4.6,105,0,es_ES,2021-03-13,Todos los niveles,2021-05-08,2021-05-07,16 horas,30827852,Desarrollo,Python,Programación desde Cero.Automatización de procesos.Instalar Python 3 y Sublime Text 3 en Windows & Linux,$19.99,$12
11183,App android y Sistema para Karaoke en Xamarin Forms,Proyecto funcional y terminado,False,,es_ES,4.7,62,0,es_ES,2021-03-14,Todos los niveles,2021-03-16,2021-03-18,"17,5 horas",142004271,Informática y software,Xamarin.Forms,Lector de códigos QR.Patron MVVM.Arquitectura de software en 3 capas,$94.99,$12
11184,Inglés para Niños - Nivel 12 Legend (Genki Inglés),¡Su Hij@ Puede Hablar Inglés Con Confianza de Superhéroe!,False,,,5.0,9,0,es_VE,2021-03-14,Principiante,2021-03-16,2021-03-14,2 horas,19036820,Enseñanzas y disciplinas académicas,Idioma inglés,"En este nivel tus hijos aprenderán: 1. Creepy crawlies 2. Where is the spider?  3. Where is Mr. Monkey?  4. Rooms of the house  5. Look at me!  6.  What do you think of _______?  7. Get well soon!  8. Bonus... 1. Bichos  espeluznantes 2. ¿Dónde está la araña?  3. ¿Dónde está el Sr. Mono? 4. Habitaciones de la casa  5. ¡Mirame! 6. ¿Qué opinas de _______?  7. ¡Mejórate pronto! 8. Bono Especial - Karaoke. Enfoque: Hablar inglés, desarrollar la autoconfianza, divertirse con las canciones y los juegos en inglés para conseguir excelentes resultados. Repetir en voz alta las palabras y oraciones, hacer los gestos, estar en movimiento, cantar en voz alta y practicar el inglés aprendido con los juegos y actividades.",$49.99,$12
11185,Seguridad Informática - Aprende Kali Linux desde cero,"Aprende de verdaderos hackers éticos a usar Kali Linux fácil y rápidamente, ¡conviértete en experto usando Kali Linux!",False,,es_ES,4.4,75,0,es_ES,2021-03-14,Todos los niveles,2021-03-23,2021-04-26,5 horas,"3311510,116004530,101256082,63572698,97724510",Informática y software,Kali Linux,Aprenderás a instalar el sistema operativo Kali Linux 2020.04..Aprenderás a utilizar la barra del DOCK..Aprenderás a cambiar los ajustes por defecto to change default settings.,$94.99,$12
11186,Curso de Css-las bases de las hojas de estilos en cascada,Aprende a agregar estilos a tus plantillas Html desde cero,False,,es_ES,4.4,38,0,es_ES,2021-03-14,Todos los niveles,2021-03-24,2021-03-29,"8,5 horas",17027104,Informática y software,CSS,Definicion e historia del Css.Donde y como insertar los estilos Css en tus plantillas.Selectores basicos y combinadores,$29.99,$12
11187,Amazon AWS Certified Solutions Architect - Associate SAA-C02,Pass AWS Certified Cloud Solutions Architect SAA-C02 in first attempt with latest questions and detailed explanations,True,,,4.6,0,5,es_ES,2021-03-14,Todos los niveles,2021-03-24,2021-04-06,310 preguntas,144633964,Informática y software,Certificación AWS,Amazon AWS Certified Solutions Architect (SAA-C02),$19.99,$12
11188,Instalá alarmas domiciliarias y comercial con monitoreo IP.,Instalá un sistema seguridad como un profesional!! aprendiendo a conectar y programar un sistema de última generación.,False,,es_ES,3.5,36,0,es_ES,2021-03-14,Todos los niveles,2021-03-24,2021-03-22,"4,5 horas",112698382,Desarrollo personal,Seguridad inalámbrica,"Diseñar, instalar y programar un sistema de alarmas..Diferenciar componentes necesarios en instalaciones domiciliarias e instalaciones comercial..Programar un sistema de seguridad acorde a la necesidad de cada usuario en particular.",$24.99,$12
11189,Evaluación del desempeño por competencias,Como lograr clasificar el desempeño y desarrollar las competencias del personal,False,,,4.7,15,0,es_ES,2021-03-14,Intermedio,2021-04-06,2021-03-29,9 horas,69797760,Desarrollo personal,,Comprender que es una competencia y realizar la Evaluación del Desempeño en base a esas competencias.Actualizar las competencias con una nueva tecnología para un mejor desempeño.Igualar las competencias del ocupante del cargo con las que define el cargo,$59.99,$12
11190,Curso de Masajes con Maderoterapia profesional,"Aprende a mejorar el aspecto en la piel, reducir medidas y anticelulíticos. Cambios a partir de la 3 sesión",False,,,4.6,6,1,es_ES,2021-03-14,Intermedio,2021-04-10,2021-04-07,38 minutos,143295794,Salud y fitness,Masaje,Después de tomar este curso de masajes con Maderoterapia serán capaces de manejar su propia clientela sin ningún inconveniente..Manejaran a la perfección las maniobras básicas y fundamentales para un buen masaje..Aprenderán un uso correcto de los utensilios.,$39.99,$12
11191,Professional Scrum Master y Product Owner (Garantizado),Simulador de examen para acreditación de SPO y SCM en Español e Inglés (100% de que apruebas),True,,,4.1,0,5,es_LA,2021-03-14,Todos los niveles,2021-04-11,2021-06-18,64 preguntas,129918994,Informática y software,Professional Scrum Product Owner (PSPO),Simulador de examen para obtener la Certificación de Scrum Product Owner y Scrum Master por el International Scrum Institute. Certificación obtenida de por vida. -Preparation to obtain Scrum Product Owner and Scrum Master Certification by the International Scrum Institute..Generalidades básicas de Scrum Framework-Scrum Framework.Te enseñaremos a cómo ser un buen Scrum Master a través de casos prácticos reales-Learn how to be a Scrum Master through real studies cases,$19.99,$12
11192,Logra tonos de piel realistas con Prismacolor Premier,Técnica del color para principiantes,False,,es_ES,4.6,23,0,es_ES,2021-03-14,Principiante,2021-04-11,2021-04-11,5 horas,146692750,Diseño,Dibujo a lápiz de color,"Pintar piel realista con Prismacolor Premier.Crear al menos 7 tonos de piel distintos.Crear trazos adecuados, crear capas y difuminar adecuadamente los lápices de colores",$19.99,$12
11193,Sistema de gestión documental Estándares internacionales,Diseño e implementación de un sistema de gestión de documentos,False,,es_CO,3.8,28,0,es_CO,2021-03-14,Intermedio,2021-04-16,2021-05-10,"4,5 horas",48111918,Productividad en la oficina,Diseño organizacional,"El objetivo de este programa de formación es estudiar el contexto y aplicación de algunas normas y estándares internacionales de gestión documental. Conocer la metodología DIRKS para el diseño e implementación de un sistema de gestión documental, estudiar la norma ISO 15489 parte 1 y 2, la importancia y los beneficios de contar con un sistema de gestión documental que garantice documentos fidedignos con características de integridad, autenticidad, fiabilidad y usabilidad.",$94.99,$12
11194,Administrar Windows Server 2019 | Herramientas Esenciales,Conozcamos las herramientas Administrativas en Windows Server 2019,False,,es_ES,4.2,16,0,es_ES,2021-03-14,Todos los niveles,2021-04-25,2021-04-23,"2,5 horas",149714616,Informática y software,Administración de servidores,Instalación y Configuración de Active Directory.Manejo de DNS..Servidor Web.,$79.99,$12
11195,Introducción a Azure,Aprende a utilizar los servicios que nos ofrece uno de los principales ofertantes de la nube: Azure,False,,es_LA,4.2,33,0,es_LA,2021-03-15,Todos los niveles,2021-03-16,2021-03-24,2 horas,85310602,Desarrollo,Microsoft Azure,Aprenderás los fundamentos de Azure y cómo usar las principales herramientas que nos ofrece en la nube,$19.99,$12
11196,CodeIgniter 3 y 4 a Producción - Envía tu proyecto a la web,"Aprende como enviar tu proyecto a la web con git, heroku, ftp con proyectos de ejemplo en CodeIgniter 3 y 4",False,,es_ES,4.5,16,0,es_ES,2021-03-15,Principiante,2021-03-16,2021-04-27,1 hora,67908931,Desarrollo,Alojamiento web,Subir tu proyecto a la Web.Comandos Git.Comandos Heroku,$19.99,$12
11197,FEEDBACK Y RECONOCIMIENTO EFECTIVOS,Se un líder que deja huella en su equipo brindando reconocimiento y retroalimentación efectivos,False,,es_ES,4.3,9,0,es_ES,2021-03-15,Todos los niveles,2021-03-19,,1 hora,"108975932,109184954",Desarrollo personal,Comentarios interpersonales,"Comprender la importancia de dar retroalimentación  y elegir los momentos apropiados para hacerlo.Conocer las características esenciales que debe tener una sesión de retroalimentación.Identificar los elementos claves para el antes , durante y después de la sesión de retroalimentación",$19.99,$12
11198,AZ-204 Developing Solutions for Microsoft Azure Español 2021,Aprueba el AZ-204 y consigue la certificación Az-204 GRATIS; con estos test 100% reales y con explicaciones detalladas.,True,,,4.0,0,4,es_ES,2021-03-15,Todos los niveles,2021-03-22,2021-04-19,107 preguntas,144633964,Informática y software,Certificación Microsoft,AZ-204: Developing Solutions for Microsoft Azure.Azure.AZ 204,$19.99,$12
11199,Ecommerce con ASP.NET Core 5 y React Hooks,"Crea tu Ecommerce App utilizando ASP.NET Core 5, React Hooks, SQL Server, Redis, Entity Framework Core, JWT",False,,es_ES,4.8,163,0,es_ES,2021-03-15,Intermedio,2021-03-23,2021-06-10,28 horas,81686001,Desarrollo,React,ASP NET Core 5.Creacion de proyectos con React Hooks desde cero.Crear un Ecommerce App desde cero,$19.99,$12
11200,QA Testing - TestLink  herramienta de gestión de pruebas,"Aprende a usar TestLink  una de las herramientas de software más usadas y los conceptos más importantes, desde cero",False,,es_ES,3.8,34,0,es_ES,2021-03-15,Todos los niveles,2021-03-24,2021-03-23,2 horas,25840150,Informática y software,Bugzilla,"Como trabajar con Test Management con TestLink.Crear y Actualizar  Test Case, Test Suite in TestLink.Crear Milestone",$19.99,$12
11201,Aprende Laravel y Vue creando un SaaS (Curso práctico),Aprende a construir software con Laravel y NuxtJS(Vue) desde 0,False,,es_ES,4.7,126,0,es_ES,2021-03-15,Intermedio,2021-03-25,2021-05-06,"15,5 horas",142428768,Informática y software,Laravel,A crear software web usando utilizando las ultimas tecnologías en la industria web,$19.99,$12
11202,Herramientas para mejorar tu COMUNICACIÓN,Aprende herramientas para mejorar la comunicación en tu vida personal y profesional,False,,,4.5,15,0,es_LA,2021-03-15,Todos los niveles,2021-03-25,2021-03-23,"1,5 horas",122969024,Desarrollo personal,Asertividad,Aprenderás sobre comunicación asertiva..Aprenderás maneras de comunicarte para obtener mejores resultados..Aprenderás cómo el lenguaje crea realidad y cómo la forma en la que te comunicas impacta en cada área de tu vida.,$19.99,$12
11203,Introducción a Embedded C,Aprende ¡desde CERO y de forma acelerada! programación Embedded C para microcontroladores mediante MikroC,False,,es_LA,5.0,6,0,es_LA,2021-03-15,Principiante,2021-03-26,2021-03-22,1 hora,130583286,Desarrollo,C empotrado,"Al final del curso conocerás el lenguaje de programación C y C Embebido, entendiendo su lógica y su procedimiento básico para microcontroladores.Te familiarizarás con el uso de la interfaz de MikroC, donde trabajaremos.Entenderás qué es y para qué funciona Embedded C, así como sus aplicaciones en la industria y los microcontroladores",$19.99,$12
11204,"Inglés Básico para Principiantes, Conversacional y Divertido","Aprende a Hablar, Comprender, Leer y Escribir en Inglés, en tu Tiempo Libre y de una Forma Entretenida.",False,,,4.2,61,0,es_ES,2021-03-15,Principiante,2021-03-30,2021-03-29,10 horas,31951974,Enseñanzas y disciplinas académicas,Idioma inglés,"Dominar la Gramática Inglesa y el Vocabulario en Inglés..Mantener una Conversación en Inglés..Comprender Conversaciones, Películas, Canciones y Programas de Televisión en Inglés.",$29.99,$12
11205,Administración y logística en la cadena de suministro,Estrategias de inventario y transporte terrestre para la optimización de costos y gastos,False,,es_ES,4.9,27,0,es_ES,2021-03-15,Todos los niveles,2021-06-12,2021-06-18,"6,5 horas",145988932,Negocios,Cadena de suministro,"Conceptos básicos y avanzados de logística y cadena de suministro con aplicaciones practicas de la vida real.Determinar el nivel de servicio deseado en base a la clasificación ABC.Calcular el inventario de seguridad tomando en cuenta la demanda promedio, nivel de servicio, variabilidad de la demanda y de los tiempos de entrega",$29.99,$12
11206,Diseño web profesional curso completo (Figma | Bootstrap 5),Aprende a diseñar y crear prototipos de aplicaciones web / móviles en Figma (UX / UI). Además te enseñare Bootstrap 5.,False,,es_MX,5.0,52,0,es_MX,2021-03-15,Principiante,2021-06-15,2021-06-20,"5,5 horas",40557036,Diseño,Diseño web,Figma.Bootstrap 5.Prototipos,$19.99,$12
11207,Simulador para Examen de Scrum Master nueva Guía Scrum 2020,Este simulador te permitirá tener los conocimientos para aprobar el examen de la nueva versión de Scrum,True,,,4.5,0,2,es_ES,2021-03-16,Todos los niveles,2021-03-17,2021-05-22,60 preguntas,58043086,Desarrollo personal,Scrum,Los conocimientos para aprobar el nuevo examen de Scrum según la guía 2021,$24.99,$12
11208,MASTER INTENSIVO - Aprende a logotipar con Photoshop 2021,"Fácil y ameno, crea y/o rediseña rápidamente con la mejor herramienta",False,,,4.5,5,0,es_ES,2021-03-16,Todos los niveles,2021-03-18,2021-03-17,1 hora,58446796,Diseño,Diseño de logotipos,Psicología del color y formas.Diseñar desde cero un logo.Crear y estructurar variantes,$19.99,$12
11209,Robótica con Python : Robot aéreo tipo cuadricóptero,"Robotics, Modelamiento cinemático y dinámico, Simulación 3D, Control de posición, trayectoria y camino",False,,es_LA,5.0,40,0,es_LA,2021-03-16,Intermedio,2021-03-23,2021-04-05,5 horas,75061628,Enseñanzas y disciplinas académicas,Robótica,Modelamiento cinemático de un robot aéreo tipo cuadricóptero.Modelamiento dinámico de un robot aéreo tipo cuadricóptero.Simulación de robots en Python con un novedoso simulador virtual 3D,$19.99,$12
